Entity,Code,Day,total_vaccinations
Florida,,2021-02-23,4406005
Florida,,2021-02-24,4502702
Florida,,2021-02-25,4605201
Florida,,2021-02-26,4704530
Florida,,2021-02-27,4822353
Florida,,2021-02-28,5044420
Florida,,2021-03-01,5047960
Florida,,2021-03-02,5077891
Florida,,2021-03-03,5167346
Florida,,2021-03-04,5314200
Florida,,2021-03-05,5448653
Florida,,2021-03-06,5688357
Florida,,2021-03-07,5900450
Florida,,2021-03-08,5904827
Florida,,2021-03-09,5961421
Florida,,2021-03-10,6070173
Florida,,2021-03-11,6332072
Florida,,2021-03-12,6613352
Florida,,2021-03-13,7007792
Florida,,2021-03-14,7108286
Florida,,2021-03-15,7116355
Florida,,2021-03-16,7197889
Florida,,2021-03-17,7332554
Florida,,2021-03-18,7522691
Florida,,2021-03-19,7684142
Florida,,2021-03-20,7977789
Florida,,2021-03-21,8186888
Florida,,2021-03-22,8191294
Florida,,2021-03-23,8250717
Florida,,2021-03-24,8396727
Florida,,2021-03-25,8603007
Florida,,2021-03-26,8811431
Florida,,2021-03-27,9028641
Florida,,2021-03-28,9271008
Florida,,2021-03-29,9276711
Florida,,2021-03-30,9405368
Florida,,2021-03-31,9563326
Florida,,2021-04-01,9781739
Florida,,2021-04-02,9988150
Florida,,2021-04-03,10204039
Florida,,2021-04-04,10565844
Florida,,2021-04-05,10567292
Florida,,2021-04-06,10645680
Florida,,2021-04-07,10806283
Florida,,2021-04-08,11101262
Florida,,2021-04-09,11367878
Florida,,2021-04-10,11639845
Florida,,2021-04-11,11912259
Florida,,2021-04-12,12083514
Florida,,2021-04-13,12188472
Florida,,2021-04-14,12302529
Florida,,2021-04-15,12550868
Florida,,2021-04-16,12767808
Florida,,2021-04-17,13029551
Florida,,2021-04-18,13397449
Florida,,2021-04-19,13400013
Florida,,2021-04-20,13486553
Florida,,2021-04-21,13652873
Florida,,2021-04-22,13856952
Florida,,2021-04-23,14062043
Florida,,2021-04-24,14252729
Florida,,2021-04-25,14462795
Florida,,2021-04-26,14608762
Florida,,2021-04-27,14698580
Florida,,2021-04-28,14851191
Florida,,2021-04-29,15013785
Florida,,2021-04-30,15159919
Florida,,2021-05-01,15488105
Florida,,2021-05-02,15491654
Florida,,2021-05-03,15566404
Florida,,2021-05-04,15606003
Florida,,2021-05-05,15721876
Florida,,2021-05-06,15893169
Florida,,2021-05-07,16084479
Florida,,2021-05-08,16251997
Florida,,2021-05-09,16431037
Florida,,2021-05-10,16598829
Florida,,2021-05-11,16697361
Florida,,2021-05-12,16801374
Florida,,2021-05-13,16937994
Florida,,2021-05-14,17052882
Florida,,2021-05-15,17325840
Florida,,2021-05-16,17328800
Florida,,2021-05-17,17431492
Florida,,2021-05-18,17502836
Florida,,2021-05-19,17592926
Florida,,2021-05-20,17744573
Florida,,2021-05-21,17868244
Florida,,2021-05-22,18046544
Florida,,2021-05-23,18139598
Florida,,2021-05-24,18217092
Florida,,2021-05-25,18270527
Florida,,2021-05-26,18348183
Florida,,2021-05-27,18442633
Florida,,2021-05-28,18532296
Florida,,2021-05-29,18620153
Florida,,2021-05-30,18703929
Florida,,2021-06-01,18821297
Florida,,2021-06-02,18864968
Florida,,2021-06-03,18912564
Florida,,2021-06-04,18982387
Florida,,2021-06-05,19078401
Florida,,2021-06-06,19159212
Florida,,2021-06-07,19239288
Florida,,2021-06-08,19301304
Florida,,2021-06-09,19383815
Florida,,2021-06-10,19490341
Florida,,2021-06-11,19490344
Florida,,2021-06-12,19628896
Florida,,2021-06-13,19718497
Florida,,2021-06-14,19918482
Florida,,2021-06-15,19994471
Florida,,2021-06-16,19995214
Florida,,2021-06-17,20202600
Florida,,2021-06-18,20276370
Florida,,2021-06-19,20359238
Florida,,2021-06-20,20477347
Florida,,2021-06-21,20477457
Florida,,2021-06-22,20516373
Georgia,GEO,2021-01-12,170571
Georgia,GEO,2021-01-13,198756
Georgia,GEO,2021-01-14,231305
Georgia,GEO,2021-01-15,231305
Georgia,GEO,2021-01-19,312336
Georgia,GEO,2021-01-20,397048
Georgia,GEO,2021-01-21,453862
Georgia,GEO,2021-01-22,603486
Georgia,GEO,2021-01-23,604067
Georgia,GEO,2021-01-24,604067
Georgia,GEO,2021-01-25,604067
Georgia,GEO,2021-01-26,668589
Georgia,GEO,2021-01-27,712866
Georgia,GEO,2021-01-28,764211
Georgia,GEO,2021-01-29,810291
Georgia,GEO,2021-01-30,856746
Georgia,GEO,2021-01-31,906186
Georgia,GEO,2021-02-01,930517
Georgia,GEO,2021-02-02,940066
Georgia,GEO,2021-02-03,975038
Georgia,GEO,2021-02-04,1008040
Georgia,GEO,2021-02-05,1051622
Georgia,GEO,2021-02-06,1098863
Georgia,GEO,2021-02-07,1146024
Georgia,GEO,2021-02-08,1167738
Georgia,GEO,2021-02-09,1179950
Georgia,GEO,2021-02-10,1223850
Georgia,GEO,2021-02-11,1273015
Georgia,GEO,2021-02-12,1273015
Georgia,GEO,2021-02-13,1328795
Georgia,GEO,2021-02-14,1437718
Georgia,GEO,2021-02-16,1473440
Georgia,GEO,2021-02-17,1473440
Georgia,GEO,2021-02-18,1569216
Georgia,GEO,2021-02-19,1720789
Georgia,GEO,2021-02-20,1786755
Georgia,GEO,2021-02-21,1850856
Georgia,GEO,2021-02-22,1873683
Georgia,GEO,2021-02-23,1880429
Georgia,GEO,2021-02-24,1919262
Georgia,GEO,2021-02-25,1961849
Georgia,GEO,2021-02-26,2013769
Georgia,GEO,2021-02-27,2070076
Georgia,GEO,2021-02-28,2072451
Georgia,GEO,2021-03-01,2072628
Georgia,GEO,2021-03-02,2085047
Georgia,GEO,2021-03-03,2133517
Georgia,GEO,2021-03-04,2187289
Georgia,GEO,2021-03-05,2253011
Georgia,GEO,2021-03-06,2308087
Georgia,GEO,2021-03-07,2366573
Georgia,GEO,2021-03-08,2391999
Georgia,GEO,2021-03-09,2406206
Georgia,GEO,2021-03-10,2408998
Georgia,GEO,2021-03-11,2483900
Georgia,GEO,2021-03-12,2598432
Georgia,GEO,2021-03-13,2681373
Georgia,GEO,2021-03-14,2754347
Georgia,GEO,2021-03-15,2790084
Georgia,GEO,2021-03-16,2810272
Georgia,GEO,2021-03-17,2814158
Georgia,GEO,2021-03-18,2906563
Georgia,GEO,2021-03-19,2910835
Georgia,GEO,2021-03-20,3113334
Georgia,GEO,2021-03-21,3207887
Georgia,GEO,2021-03-22,3280952
Georgia,GEO,2021-03-23,3281102
Georgia,GEO,2021-03-24,3362513
Georgia,GEO,2021-03-25,3434860
Georgia,GEO,2021-03-26,3530980
Georgia,GEO,2021-03-27,3621196
Georgia,GEO,2021-03-28,3711950
Georgia,GEO,2021-03-29,3764344
Georgia,GEO,2021-03-30,3786303
Georgia,GEO,2021-03-31,3855859
Georgia,GEO,2021-04-01,3950645
Georgia,GEO,2021-04-02,4055515
Georgia,GEO,2021-04-03,4150770
Georgia,GEO,2021-04-04,4153506
Georgia,GEO,2021-04-05,4236864
Georgia,GEO,2021-04-06,4281437
Georgia,GEO,2021-04-07,4463237
Georgia,GEO,2021-04-08,4541621
Georgia,GEO,2021-04-09,4660059
Georgia,GEO,2021-04-10,4664737
Georgia,GEO,2021-04-11,4667495
Georgia,GEO,2021-04-12,4668187
Georgia,GEO,2021-04-13,5084048
Georgia,GEO,2021-04-14,5061522
Georgia,GEO,2021-04-15,5157520
Georgia,GEO,2021-04-16,5262259
Georgia,GEO,2021-04-17,5366914
Georgia,GEO,2021-04-18,5462269
Georgia,GEO,2021-04-19,5542994
Georgia,GEO,2021-04-20,5583537
Georgia,GEO,2021-04-21,5655164
Georgia,GEO,2021-04-22,5740162
Georgia,GEO,2021-04-23,5828947
Georgia,GEO,2021-04-24,5922054
Georgia,GEO,2021-04-25,5924273
Georgia,GEO,2021-04-26,6011504
Georgia,GEO,2021-04-27,6060609
Georgia,GEO,2021-04-28,6135031
Georgia,GEO,2021-04-29,6218010
Georgia,GEO,2021-04-30,6306091
Georgia,GEO,2021-05-01,6386954
Georgia,GEO,2021-05-02,6460256
Georgia,GEO,2021-05-03,6461734
Georgia,GEO,2021-05-04,6503909
Georgia,GEO,2021-05-05,6550721
Georgia,GEO,2021-05-06,6552673
Georgia,GEO,2021-05-07,6680976
Georgia,GEO,2021-05-08,6740869
Georgia,GEO,2021-05-09,6799470
Georgia,GEO,2021-05-10,6838037
Georgia,GEO,2021-05-11,6867030
Georgia,GEO,2021-05-12,6909908
Georgia,GEO,2021-05-13,6960793
Georgia,GEO,2021-05-14,7004624
Georgia,GEO,2021-05-15,7053648
Georgia,GEO,2021-05-16,7055138
Georgia,GEO,2021-05-17,7120620
Georgia,GEO,2021-05-18,7120836
Georgia,GEO,2021-05-19,7122845
Georgia,GEO,2021-05-20,7212497
Georgia,GEO,2021-05-21,7256339
Georgia,GEO,2021-05-22,7306802
Georgia,GEO,2021-05-23,7340924
Georgia,GEO,2021-05-24,7341201
Georgia,GEO,2021-05-25,7341201
Georgia,GEO,2021-05-26,7376645
Georgia,GEO,2021-05-27,7410254
Georgia,GEO,2021-05-28,7411688
Georgia,GEO,2021-05-29,7413625
Georgia,GEO,2021-05-30,7414465
Georgia,GEO,2021-06-01,7610655
Georgia,GEO,2021-06-02,7610659
Georgia,GEO,2021-06-03,7612650
Georgia,GEO,2021-06-04,7783684
Georgia,GEO,2021-06-05,7785073
Georgia,GEO,2021-06-06,7859494
Georgia,GEO,2021-06-07,7860212
Georgia,GEO,2021-06-08,7931960
Georgia,GEO,2021-06-09,7933928
Georgia,GEO,2021-06-10,7935079
Georgia,GEO,2021-06-11,7935079
Georgia,GEO,2021-06-12,7936088
Georgia,GEO,2021-06-13,7937356
Georgia,GEO,2021-06-14,7938727
Georgia,GEO,2021-06-15,7939097
Georgia,GEO,2021-06-16,7939269
Georgia,GEO,2021-06-17,8097319
Georgia,GEO,2021-06-18,8098203
Georgia,GEO,2021-06-19,8099160
Georgia,GEO,2021-06-20,8100191
Georgia,GEO,2021-06-21,8100255
Georgia,GEO,2021-06-22,8220179
Guam,GUM,2021-01-12,3791
Guam,GUM,2021-01-13,3791
Guam,GUM,2021-01-14,3791
Guam,GUM,2021-01-15,3791
Guam,GUM,2021-01-19,3791
Guam,GUM,2021-01-20,3791
Guam,GUM,2021-01-21,3791
Guam,GUM,2021-01-22,3791
Guam,GUM,2021-01-23,3791
Guam,GUM,2021-01-24,3791
Guam,GUM,2021-01-25,3791
Guam,GUM,2021-01-26,17306
Guam,GUM,2021-01-27,18263
Guam,GUM,2021-01-28,19520
Guam,GUM,2021-01-29,21254
Guam,GUM,2021-01-30,22454
Guam,GUM,2021-01-31,22454
Guam,GUM,2021-02-01,23445
Guam,GUM,2021-02-02,24810
Guam,GUM,2021-02-03,26068
Guam,GUM,2021-02-04,26068
Guam,GUM,2021-02-05,27369
Guam,GUM,2021-02-06,28959
Guam,GUM,2021-02-07,29572
Guam,GUM,2021-02-08,29719
Guam,GUM,2021-02-09,30923
Guam,GUM,2021-02-10,32443
Guam,GUM,2021-02-11,33993
Guam,GUM,2021-02-12,35917
Guam,GUM,2021-02-13,37750
Guam,GUM,2021-02-14,38622
Guam,GUM,2021-02-16,39504
Guam,GUM,2021-02-17,41007
Guam,GUM,2021-02-18,42671
Guam,GUM,2021-02-19,46897
Guam,GUM,2021-02-20,48387
Guam,GUM,2021-02-21,48479
Guam,GUM,2021-02-22,49587
Guam,GUM,2021-02-23,50500
Guam,GUM,2021-02-24,51514
Guam,GUM,2021-02-25,52661
Guam,GUM,2021-02-26,52701
Guam,GUM,2021-02-27,54244
Guam,GUM,2021-02-28,55213
Guam,GUM,2021-03-01,55255
Guam,GUM,2021-03-02,55402
Guam,GUM,2021-03-03,55435
Guam,GUM,2021-03-04,56131
Guam,GUM,2021-03-05,56407
Guam,GUM,2021-03-06,56477
Guam,GUM,2021-03-07,56484
Guam,GUM,2021-03-08,56587
Guam,GUM,2021-03-09,58396
Guam,GUM,2021-03-10,60379
Guam,GUM,2021-03-11,62062
Guam,GUM,2021-03-12,63697
Guam,GUM,2021-03-13,65382
Guam,GUM,2021-03-14,66513
Guam,GUM,2021-03-15,66607
Guam,GUM,2021-03-16,67081
Guam,GUM,2021-03-17,68451
Guam,GUM,2021-03-18,70056
Guam,GUM,2021-03-19,71940
Guam,GUM,2021-03-20,72069
Guam,GUM,2021-03-21,72090
Guam,GUM,2021-03-22,73973
Guam,GUM,2021-03-23,75724
Guam,GUM,2021-03-24,77636
Guam,GUM,2021-03-25,79350
Guam,GUM,2021-03-26,81396
Guam,GUM,2021-03-27,81649
Guam,GUM,2021-03-28,83164
Guam,GUM,2021-03-29,84899
Guam,GUM,2021-03-30,85003
Guam,GUM,2021-03-31,87540
Guam,GUM,2021-04-01,88590
Guam,GUM,2021-04-02,90114
Guam,GUM,2021-04-03,91630
Guam,GUM,2021-04-04,91702
Guam,GUM,2021-04-05,91896
Guam,GUM,2021-04-06,91958
Guam,GUM,2021-04-07,95485
Guam,GUM,2021-04-08,97187
Guam,GUM,2021-04-09,99042
Guam,GUM,2021-04-10,99244
Guam,GUM,2021-04-11,100199
Guam,GUM,2021-04-12,100274
Guam,GUM,2021-04-13,103334
Guam,GUM,2021-04-14,105497
Guam,GUM,2021-04-15,107691
Guam,GUM,2021-04-16,109194
Guam,GUM,2021-04-17,111470
Guam,GUM,2021-04-18,111474
Guam,GUM,2021-04-19,113112
Guam,GUM,2021-04-20,114836
Guam,GUM,2021-04-21,117134
Guam,GUM,2021-04-22,119005
Guam,GUM,2021-04-23,120740
Guam,GUM,2021-04-24,122238
Guam,GUM,2021-04-25,122331
Guam,GUM,2021-04-26,123487
Guam,GUM,2021-04-27,124898
Guam,GUM,2021-04-28,126333
Guam,GUM,2021-04-29,128681
Guam,GUM,2021-04-30,130489
Guam,GUM,2021-05-01,130573
Guam,GUM,2021-05-02,131905
Guam,GUM,2021-05-03,133106
Guam,GUM,2021-05-04,134018
Guam,GUM,2021-05-05,134133
Guam,GUM,2021-05-06,134208
Guam,GUM,2021-05-07,139132
Guam,GUM,2021-05-08,140436
Guam,GUM,2021-05-09,140972
Guam,GUM,2021-05-10,141105
Guam,GUM,2021-05-11,141124
Guam,GUM,2021-05-12,141238
Guam,GUM,2021-05-13,145571
Guam,GUM,2021-05-14,145680
Guam,GUM,2021-05-15,145724
Guam,GUM,2021-05-16,145726
Guam,GUM,2021-05-17,145727
Guam,GUM,2021-05-18,145756
Guam,GUM,2021-05-19,150293
Guam,GUM,2021-05-20,150364
Guam,GUM,2021-05-21,152222
Guam,GUM,2021-05-22,154445
Guam,GUM,2021-05-23,154464
Guam,GUM,2021-05-24,154464
Guam,GUM,2021-05-25,155194
Guam,GUM,2021-05-26,155296
Guam,GUM,2021-05-27,155385
Guam,GUM,2021-05-28,159149
Guam,GUM,2021-05-29,159175
Guam,GUM,2021-05-30,159178
Guam,GUM,2021-06-01,161302
Guam,GUM,2021-06-02,161421
Guam,GUM,2021-06-03,161786
Guam,GUM,2021-06-04,163982
Guam,GUM,2021-06-05,164037
Guam,GUM,2021-06-06,166600
Guam,GUM,2021-06-07,167437
Guam,GUM,2021-06-08,167469
Guam,GUM,2021-06-09,169246
Guam,GUM,2021-06-10,169333
Guam,GUM,2021-06-11,169333
Guam,GUM,2021-06-12,169423
Guam,GUM,2021-06-13,172237
Guam,GUM,2021-06-14,173904
Guam,GUM,2021-06-15,173930
Guam,GUM,2021-06-16,173930
Guam,GUM,2021-06-17,177032
Guam,GUM,2021-06-18,177118
Guam,GUM,2021-06-19,180939
Guam,GUM,2021-06-20,180940
Guam,GUM,2021-06-21,180943
Guam,GUM,2021-06-22,180969
Hawaii,,2021-01-12,33483
Hawaii,,2021-01-13,36605
Hawaii,,2021-01-14,47985
Hawaii,,2021-01-15,46958
Hawaii,,2021-01-19,63954
Hawaii,,2021-01-20,71944
Hawaii,,2021-01-21,79414
Hawaii,,2021-01-22,84793
Hawaii,,2021-01-23,84792
Hawaii,,2021-01-24,84792
Hawaii,,2021-01-25,92092
Hawaii,,2021-01-26,93760
Hawaii,,2021-01-27,97692
Hawaii,,2021-01-28,103944
Hawaii,,2021-01-29,111165
Hawaii,,2021-01-30,120502
Hawaii,,2021-01-31,129267
Hawaii,,2021-02-01,135836
Hawaii,,2021-02-02,137914
Hawaii,,2021-02-03,143686
Hawaii,,2021-02-04,151107
Hawaii,,2021-02-05,169713
Hawaii,,2021-02-06,179059
Hawaii,,2021-02-07,187048
Hawaii,,2021-02-08,194035
Hawaii,,2021-02-09,194035
Hawaii,,2021-02-10,194035
Hawaii,,2021-02-11,200618
Hawaii,,2021-02-12,208807
Hawaii,,2021-02-13,217780
Hawaii,,2021-02-14,225188
Hawaii,,2021-02-16,237172
Hawaii,,2021-02-17,240715
Hawaii,,2021-02-18,247392
Hawaii,,2021-02-19,301369
Hawaii,,2021-02-20,312730
Hawaii,,2021-02-21,322966
Hawaii,,2021-02-22,331321
Hawaii,,2021-02-23,333599
Hawaii,,2021-02-24,339771
Hawaii,,2021-02-25,348897
Hawaii,,2021-02-26,359108
Hawaii,,2021-02-27,370746
Hawaii,,2021-02-28,382798
Hawaii,,2021-03-01,389644
Hawaii,,2021-03-02,392771
Hawaii,,2021-03-03,399195
Hawaii,,2021-03-04,411264
Hawaii,,2021-03-05,421996
Hawaii,,2021-03-06,434343
Hawaii,,2021-03-07,436036
Hawaii,,2021-03-08,452988
Hawaii,,2021-03-09,464100
Hawaii,,2021-03-10,475859
Hawaii,,2021-03-11,489283
Hawaii,,2021-03-12,503482
Hawaii,,2021-03-13,517061
Hawaii,,2021-03-14,528035
Hawaii,,2021-03-15,538235
Hawaii,,2021-03-16,546123
Hawaii,,2021-03-17,559118
Hawaii,,2021-03-18,572716
Hawaii,,2021-03-19,587465
Hawaii,,2021-03-20,599643
Hawaii,,2021-03-21,610517
Hawaii,,2021-03-22,614208
Hawaii,,2021-03-23,621720
Hawaii,,2021-03-24,632086
Hawaii,,2021-03-25,642642
Hawaii,,2021-03-26,659606
Hawaii,,2021-03-27,660902
Hawaii,,2021-03-28,662115
Hawaii,,2021-03-29,685464
Hawaii,,2021-03-30,692706
Hawaii,,2021-03-31,705568
Hawaii,,2021-04-01,717790
Hawaii,,2021-04-02,732136
Hawaii,,2021-04-03,742277
Hawaii,,2021-04-04,757630
Hawaii,,2021-04-05,763772
Hawaii,,2021-04-06,770879
Hawaii,,2021-04-07,784219
Hawaii,,2021-04-08,798942
Hawaii,,2021-04-09,816481
Hawaii,,2021-04-10,817817
Hawaii,,2021-04-11,834817
Hawaii,,2021-04-12,853628
Hawaii,,2021-04-13,864171
Hawaii,,2021-04-14,881413
Hawaii,,2021-04-15,895171
Hawaii,,2021-04-16,911626
Hawaii,,2021-04-17,923883
Hawaii,,2021-04-18,937276
Hawaii,,2021-04-19,943082
Hawaii,,2021-04-20,1075745
Hawaii,,2021-04-21,1089152
Hawaii,,2021-04-22,1104900
Hawaii,,2021-04-23,1118285
Hawaii,,2021-04-24,1135909
Hawaii,,2021-04-25,1155796
Hawaii,,2021-04-26,1167288
Hawaii,,2021-04-27,1180186
Hawaii,,2021-04-28,1195009
Hawaii,,2021-04-29,1209189
Hawaii,,2021-04-30,1225187
Hawaii,,2021-05-01,1239820
Hawaii,,2021-05-02,1252324
Hawaii,,2021-05-03,1257711
Hawaii,,2021-05-04,1259768
Hawaii,,2021-05-05,1264136
Hawaii,,2021-05-06,1264550
Hawaii,,2021-05-07,1369473
Hawaii,,2021-05-08,1376756
Hawaii,,2021-05-09,1386097
Hawaii,,2021-05-10,1386111
Hawaii,,2021-05-11,1394995
Hawaii,,2021-05-12,1399501
Hawaii,,2021-05-13,1413166
Hawaii,,2021-05-14,1421294
Hawaii,,2021-05-15,1445098
Hawaii,,2021-05-16,1446496
Hawaii,,2021-05-17,1476873
Hawaii,,2021-05-18,1482502
Hawaii,,2021-05-19,1496719
Hawaii,,2021-05-20,1511715
Hawaii,,2021-05-21,1525562
Hawaii,,2021-05-22,1536969
Hawaii,,2021-05-23,1538316
Hawaii,,2021-05-24,1552128
Hawaii,,2021-05-25,1560435
Hawaii,,2021-05-26,1565360
Hawaii,,2021-05-27,1565795
Hawaii,,2021-05-28,1570845
Hawaii,,2021-05-29,1583711
Hawaii,,2021-05-30,1584219
Hawaii,,2021-06-01,1592196
Hawaii,,2021-06-02,1592196
Hawaii,,2021-06-03,1595283
Hawaii,,2021-06-04,1595765
Hawaii,,2021-06-05,1604235
Hawaii,,2021-06-06,1609251
Hawaii,,2021-06-07,1610294
Hawaii,,2021-06-08,1612895
Hawaii,,2021-06-09,1615918
Hawaii,,2021-06-10,1620631
Hawaii,,2021-06-11,1625091
Hawaii,,2021-06-12,1625546
Hawaii,,2021-06-13,1625767
Hawaii,,2021-06-14,1634223
Hawaii,,2021-06-15,1639464
Hawaii,,2021-06-16,1645413
Hawaii,,2021-06-17,1649657
Hawaii,,2021-06-18,1653891
Hawaii,,2021-06-19,1657518
Hawaii,,2021-06-20,1661228
Hawaii,,2021-06-21,1661877
Hawaii,,2021-06-22,1662911
Idaho,,2021-01-12,35845
Idaho,,2021-01-13,38872
Idaho,,2021-01-14,42586
Idaho,,2021-01-15,46636
Idaho,,2021-01-19,63975
Idaho,,2021-01-20,69267
Idaho,,2021-01-21,73372
Idaho,,2021-01-22,77988
Idaho,,2021-01-23,82640
Idaho,,2021-01-24,87128
Idaho,,2021-01-25,91271
Idaho,,2021-01-26,93766
Idaho,,2021-01-27,96991
Idaho,,2021-01-28,102800
Idaho,,2021-01-29,108873
Idaho,,2021-01-30,114729
Idaho,,2021-01-31,120880
Idaho,,2021-02-01,124377
Idaho,,2021-02-02,126648
Idaho,,2021-02-03,132384
Idaho,,2021-02-04,141897
Idaho,,2021-02-05,159394
Idaho,,2021-02-06,176220
Idaho,,2021-02-07,185681
Idaho,,2021-02-08,195591
Idaho,,2021-02-09,198826
Idaho,,2021-02-10,205379
Idaho,,2021-02-11,214063
Idaho,,2021-02-12,214063
Idaho,,2021-02-13,221585
Idaho,,2021-02-14,242295
Idaho,,2021-02-16,263625
Idaho,,2021-02-17,270169
Idaho,,2021-02-18,278474
Idaho,,2021-02-19,304647
Idaho,,2021-02-20,313466
Idaho,,2021-02-21,326336
Idaho,,2021-02-22,336243
Idaho,,2021-02-23,340444
Idaho,,2021-02-24,346534
Idaho,,2021-02-25,356987
Idaho,,2021-02-26,367113
Idaho,,2021-02-27,378401
Idaho,,2021-02-28,392370
Idaho,,2021-03-01,404250
Idaho,,2021-03-02,409641
Idaho,,2021-03-03,418956
Idaho,,2021-03-04,428196
Idaho,,2021-03-05,442491
Idaho,,2021-03-06,457434
Idaho,,2021-03-07,471043
Idaho,,2021-03-08,482273
Idaho,,2021-03-09,489220
Idaho,,2021-03-10,497534
Idaho,,2021-03-11,507965
Idaho,,2021-03-12,522505
Idaho,,2021-03-13,536191
Idaho,,2021-03-14,550174
Idaho,,2021-03-15,559659
Idaho,,2021-03-16,566079
Idaho,,2021-03-17,566777
Idaho,,2021-03-18,586497
Idaho,,2021-03-19,603043
Idaho,,2021-03-20,622341
Idaho,,2021-03-21,639606
Idaho,,2021-03-22,650437
Idaho,,2021-03-23,656932
Idaho,,2021-03-24,666389
Idaho,,2021-03-25,678747
Idaho,,2021-03-26,694887
Idaho,,2021-03-27,710876
Idaho,,2021-03-28,728042
Idaho,,2021-03-29,736941
Idaho,,2021-03-30,740943
Idaho,,2021-03-31,752364
Idaho,,2021-04-01,766703
Idaho,,2021-04-02,782576
Idaho,,2021-04-03,799887
Idaho,,2021-04-04,817221
Idaho,,2021-04-05,826653
Idaho,,2021-04-06,828816
Idaho,,2021-04-07,842030
Idaho,,2021-04-08,855028
Idaho,,2021-04-09,873222
Idaho,,2021-04-10,889862
Idaho,,2021-04-11,909981
Idaho,,2021-04-12,920374
Idaho,,2021-04-13,924998
Idaho,,2021-04-14,917256
Idaho,,2021-04-15,929172
Idaho,,2021-04-16,944361
Idaho,,2021-04-17,959118
Idaho,,2021-04-18,974591
Idaho,,2021-04-19,981273
Idaho,,2021-04-20,984868
Idaho,,2021-04-21,994195
Idaho,,2021-04-22,1004155
Idaho,,2021-04-23,1017413
Idaho,,2021-04-24,1029611
Idaho,,2021-04-25,1043295
Idaho,,2021-04-26,1048785
Idaho,,2021-04-27,1051044
Idaho,,2021-04-28,1058965
Idaho,,2021-04-29,1066942
Idaho,,2021-04-30,1076561
Idaho,,2021-05-01,1087190
Idaho,,2021-05-02,1098931
Idaho,,2021-05-03,1101401
Idaho,,2021-05-04,1102927
Idaho,,2021-05-05,1108625
Idaho,,2021-05-06,1116681
Idaho,,2021-05-07,1125117
Idaho,,2021-05-08,1132242
Idaho,,2021-05-09,1132383
Idaho,,2021-05-10,1132419
Idaho,,2021-05-11,1150182
Idaho,,2021-05-12,1154850
Idaho,,2021-05-13,1160043
Idaho,,2021-05-14,1166827
Idaho,,2021-05-15,1172433
Idaho,,2021-05-16,1179378
Idaho,,2021-05-17,1181916
Idaho,,2021-05-18,1183228
Idaho,,2021-05-19,1188199
Idaho,,2021-05-20,1193617
Idaho,,2021-05-21,1198537
Idaho,,2021-05-22,1205957
Idaho,,2021-05-23,1211932
Idaho,,2021-05-24,1214862
Idaho,,2021-05-25,1216399
Idaho,,2021-05-26,1219945
Idaho,,2021-05-27,1223895
Idaho,,2021-05-28,1228152
Idaho,,2021-05-29,1232835
Idaho,,2021-05-30,1236617
Idaho,,2021-06-01,1239775
Idaho,,2021-06-02,1240621
Idaho,,2021-06-03,1243355
Idaho,,2021-06-04,1246785
Idaho,,2021-06-05,1250742
Idaho,,2021-06-06,1250775
Idaho,,2021-06-07,1256270
Idaho,,2021-06-08,1257553
Idaho,,2021-06-09,1260970
Idaho,,2021-06-10,1265340
Idaho,,2021-06-11,1265368
Idaho,,2021-06-12,1269091
Idaho,,2021-06-13,1272140
Idaho,,2021-06-14,1282884
Idaho,,2021-06-15,1284844
Idaho,,2021-06-16,1284938
Idaho,,2021-06-17,1292554
Idaho,,2021-06-18,1295187
Idaho,,2021-06-19,1298562
Idaho,,2021-06-20,1300774
Idaho,,2021-06-21,1302916
Idaho,,2021-06-22,1303710
Illinois,,2021-01-12,347005
Illinois,,2021-01-13,365859
Illinois,,2021-01-14,403666
Illinois,,2021-01-15,437765
Illinois,,2021-01-19,525261
Illinois,,2021-01-20,539926
Illinois,,2021-01-21,570527
Illinois,,2021-01-22,607502
Illinois,,2021-01-23,654752
Illinois,,2021-01-24,699072
Illinois,,2021-01-25,723203
Illinois,,2021-01-26,737989
Illinois,,2021-01-27,766659
Illinois,,2021-01-28,823325
Illinois,,2021-01-29,884502
Illinois,,2021-01-30,948804
Illinois,,2021-01-31,1011454
Illinois,,2021-02-01,1054814
Illinois,,2021-02-02,1073076
Illinois,,2021-02-03,1108571
Illinois,,2021-02-04,1178369
Illinois,,2021-02-05,1247521
Illinois,,2021-02-06,1329963
Illinois,,2021-02-07,1401585
Illinois,,2021-02-08,1457693
Illinois,,2021-02-09,1477780
Illinois,,2021-02-10,1539781
Illinois,,2021-02-11,1604830
Illinois,,2021-02-12,1674988
Illinois,,2021-02-13,1772568
Illinois,,2021-02-14,1854228
Illinois,,2021-02-16,1954382
Illinois,,2021-02-17,1996099
Illinois,,2021-02-18,2037388
Illinois,,2021-02-19,2174539
Illinois,,2021-02-20,2261482
Illinois,,2021-02-21,2339546
Illinois,,2021-02-22,2354395
Illinois,,2021-02-23,2416034
Illinois,,2021-02-24,2461385
Illinois,,2021-02-25,2519447
Illinois,,2021-02-26,2639826
Illinois,,2021-02-27,2735250
Illinois,,2021-02-28,2824209
Illinois,,2021-03-01,2906555
Illinois,,2021-03-02,2958947
Illinois,,2021-03-03,3022385
Illinois,,2021-03-04,3107699
Illinois,,2021-03-05,3204414
